query_id,query_text,query_image_path,product_id,title,product_type,color,material,image_path,relevance,reason
q005,"floor lamp for living room, not a table lamp",,B0824F3KVZ|amazon.com,"Amazon Brand – Ravenna Home Contemporary Metal Table Lamp with Acrylic Accents, LED Bulb Included, 19.5""H, White",LAMP,White,Metal,data/raw/images/small/06/0644012a.jpg,0.0,"A short metal table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B075X2YJHZ|amazon.com,"Amazon Brand – Stone & Beam Vintage Industrial Spotlight Tripod Floor Lamp With LED Light Bulb - 25.5 x 25.5 x 60 Inches, Black",LAMP,Black,Metal,data/raw/images/small/6b/6bcc53d0.jpg,2.0,"A tall tripod floor lamp, a strong match for the query even though it's spotlight-style."
q005,"floor lamp for living room, not a table lamp",,B075X1T517|amazon.in,"Stone & Beam Leland Modern Textured Table Lamp With Bulb, 24.5""H, Grey",LAMP,Grey,Ceramic Metal Fabric,data/raw/images/small/cc/cc2fabe2.jpg,0.0,"A textured table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B0824FLNCJ|amazon.com,"Amazon Brand – Ravenna Home Contemporary Metal Table Lamp with Mercury Glass Accent, LED Bulb Included, 28.5""H, Polished Nickel",LAMP,Chrome,Metal,data/raw/images/small/9b/9b44f881.jpg,0.0,"A metal table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B073772TP9|amazon.com,"Amazon Brand – Stone & Beam Modern Slate Rock Table Desk Lamp with Light Bulb And Linen Shade,16""H, Polished Nickel",LAMP,Polished Nickel,Polyresin+Metal+Fabric,data/raw/images/small/0e/0eaef55c.jpg,0.0,"A short table/desk lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B0825CXG8H|amazon.com,"Amazon Brand – Rivet Mid-Century Modern Metal Starburst Table Lamp, LED Bulb Included, 24.5""H, Antique Gold",LAMP,Antique Gold,Metal,data/raw/images/small/a8/a893b327.jpg,0.0,"A metal starburst table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B07B51946F|amazon.com,"Amazon Brand – Rivet Mid Century Modern Industrial Fan Table Desk Lamp With 3 Edison Light Bulbs - 16.5 x 8 x 17.25 Inch, Wood Finish",LAMP,Wood Finish,,data/raw/images/small/d2/d2474d2e.jpg,0.0,"A short fan-style table/desk lamp (image shows a fan-shaped fixture), violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B07ML7M196|amazon.com,"Amazon Brand – Rivet Cement-Textured Table Lamp, Bulb Included, 16.5""H, White on Gray",LAMP,Grey,,data/raw/images/small/5c/5c9a2d8f.jpg,0.0,"A short cement-textured table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B075X2NLJZ|amazon.com.au,"Rivet Pineapple Ceramic Table Lamp, Modern, 18"" H, White and Gold",LAMP,White,Ceramic+FabrIc,data/raw/images/small/12/12ef42a5.jpg,0.0,"A short ceramic pineapple table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B07MHMR8FV|amazon.com,"Amazon Brand – Stone & Beam Task Lamp with Rotary Switch on the Base and LED Light Bulb - 21.5-Inch, Black / Brushed Nickel",LAMP,Black,,data/raw/images/small/2d/2d353619.jpg,0.0,"A short desk/task lamp, not a floor lamp, violating the query's constraint."
q005,"floor lamp for living room, not a table lamp",,B07MF1RKM3|amazon.com,"Amazon Brand – Stone & Beam Textured Ceramic Table Lamp, Bulb Included, 16.75""H, Blue",LAMP,Blue,ceramic,data/raw/images/small/f6/f6ddf948.jpg,0.0,"A short ceramic table lamp, explicitly violating the 'not a table lamp' constraint."
q006,round dining table for four people,,B00DBSSHTY|amazon.co.uk,"Strathwood Garden Furniture Padre Round Garden Dining Table Weatherproof Poly Rattan 48""",ABIS_LAWN_AND_GARDEN,,plastic,data/raw/images/small/e2/e2b58405.jpg,2.0,"A round 48-inch dining table, sized appropriately for four people, though intended for outdoor/garden use."
q006,round dining table for four people,,B083SWXZBZ|amazon.in,Amazon Brand - Solimo Clara 4 Seater Sheesham Wood Dining Table Set with Chairs (Walnut Finish),FURNITURE,Walnut Finish,Sheesham Wood,data/raw/images/small/e7/e72e345a.jpg,1.0,Seats four but the table is rectangular in the image rather than round.
q006,round dining table for four people,,B07BDVBFH5|amazon.co.uk,"AmazonBasics Stone & Beam 20-Piece Flatware Set, Service for 4 - Round",FLATWARE,,Stainless Steel,data/raw/images/small/c4/c42bc4bc.jpg,0.0,"This is a flatware set (forks/spoons/knives), not a dining table."
q006,round dining table for four people,,B075YQXRJM|amazon.com,"Amazon Brand – Rivet Mid-Century Modern Minimalist Dining Kitchen Table, 53.1""L, Walnut Wood",TABLE,Brown,Hardwood,data/raw/images/small/37/379f95e3.jpg,1.0,"A dining table but clearly rectangular, not round, in the image."
q006,round dining table for four people,,B085ZKX1TB|amazon.com,Amazon Brand - Solimo Karen Solid Sheesham Wood 4 Seater Dining Table with Chairs (Teak Finish),FURNITURE,Teak Finish,Sheesham Wood,data/raw/images/small/09/09cfc13f.jpg,1.0,"4-seater dining table set but rectangular shape, not round."
q006,round dining table for four people,,B085Z6C2J4|amazon.in,Amazon Brand - Solimo Hove Solid Sheesham Wood 6 Seater Dining Table with Chairs and Bench (Teak Finish),FURNITURE,Teak Finish,Sheesham Wood,data/raw/images/small/d0/d0f34839.jpg,1.0,"Rectangular dining set seating six, not the requested round four-seater."
q006,round dining table for four people,,B001NEIPW2|amazon.com,"Strathwood Sheffield Bistro Table, White",OUTDOOR_LIVING,,,data/raw/images/small/88/88afab72.jpg,1.0,"Round table shape matches, but it is a small folding bistro table likely too small to seat four."
q006,round dining table for four people,,B07HJR368C|amazon.ca,"AmazonBasics Kids Wood Table and 4 Chair Set, Natural Table, Assorted Color Chairs",TEACHING_EQUIPMENT,,,data/raw/images/small/37/373ad79b.jpg,0.0,"A square kids' activity table with kid-sized chairs, not a round adult dining table."
q006,round dining table for four people,,B075HXJY3Y|amazon.com,"Amazon Brand – Stone & Beam Medallion Round Stoneware Tile Coaster Set - Set of 4, 4.25 Inch, Teal and Blue",DRINK_COASTER,Teal and Blue,Stoneware,data/raw/images/small/a7/a73d17e3.jpg,0.0,"These are round coasters, not a dining table."
q006,round dining table for four people,,B07CYWRK7B|amazon.co.uk,"AmazonBasics 56-176-016701-PL Patio Round Table Cover, 48"", Grey",FURNITURE_COVER,Grey,,data/raw/images/small/5b/5b3683b6.jpg,0.0,"This is a protective cover for a round table, not a table itself."
q006,round dining table for four people,,B07HJR2VG9|amazon.sa,"AmazonBasics Kids Solid Wood Table and 2 Chair Set, Natural",TEACHING_EQUIPMENT,Natural,,data/raw/images/small/2c/2cbc4b6d.jpg,0.0,"Square kids' table for two, not a round dining table for four."
q006,round dining table for four people,,B07B874GDK|amazon.com,"Amazon Brand – Stone & Beam Hughes Casual Wood and Metal Extendable Dining Table, 74-104""L, Brown",TABLE,Brown,wood,data/raw/images/small/84/84ba1a1b.jpg,1.0,"A dining table but rectangular and sized for more than four, not round."
q006,round dining table for four people,,B083SYCS14|amazon.in,Amazon Brand - Solimo Clara 6 Seater Sheesham Wood Dining Table Set with Chairs (Walnut Finish),FURNITURE,Walnut Finish,Sheesham Wood,data/raw/images/small/9b/9b028388.jpg,1.0,"Rectangular 6-seater dining set, not round and not for four."
q006,round dining table for four people,,B07QB79FTP|amazon.ca,"Amazon Brand – Stone & Beam Corwin Rustic Reactive-Glaze Stoneware 18-Piece Dinnerware Set, Service for 6, Granite",DISHWARE_PLACE_SETTING,Granite Grey,Stoneware,data/raw/images/small/84/84b79e6d.jpg,0.0,"A dinnerware (plates/bowl) set, not a table."
q006,round dining table for four people,,B084H87DQZ|amazon.ae,Rivet Contemporary Geometric Area Rug,HOME_FURNITURE_AND_DECOR,,,data/raw/images/small/57/57321312.jpg,0.0,"This is an area rug, not a dining table."
q006,round dining table for four people,,B00LFIZ4FW|amazon.co.uk,AmazonBasics 72-Inch (180 cm) Dining Table Cover,FURNITURE_COVER,Grey,Fabric,data/raw/images/small/4c/4c74ab3e.jpg,0.0,"A dining table protective cover, not a table itself."
q006,round dining table for four people,,B072ZK887F|amazon.com,"Amazon Brand – Rivet Meeks Round Side Table with Fabric Storage Basket, 24""H, Walnut and Grey",TABLE,Grey,Metal,data/raw/images/small/ae/ae0d52b1.jpg,0.0,"A small round side table with a storage basket, not a dining table for four."
q006,round dining table for four people,,B07GJKFS4F|amazon.in,"AmazonBasics Stainless Steel Dinner Knives with Round Edge, Pack of 12",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/fa/fad81964.jpg,0.0,"A set of dinner knives, not a table."
q006,round dining table for four people,,B07ZQYCR21|amazon.in,"AmazonCommercial 1/4 Size Stainless Steel Solid Steam Table/Hotel Pan Cover, Pack of 2",FOOD_SERVICE_SUPPLY,,,data/raw/images/small/da/da4abb26.jpg,0.0,"A steam table pan lid, unrelated to a dining table."
q006,round dining table for four people,,B000FTHD9W|amazon.in,"Pinzon 4-Piece Dinnerware Placesetting, Service for 1, Lilac (Retired)",DISHWARE_PLACE_SETTING,Lilac,,data/raw/images/small/d7/d701033f.jpg,0.0,"A single-person dinnerware place setting, not a table."
q007,"beige area rug with a simple design, not colorful",,B071LQHVJZ|amazon.com,"Amazon Brand – Stone & Beam Contemporary Interlocking Rings Wool Area Rug, 5 x 7 Foot, Beige",HOME_FURNITURE_AND_DECOR,Beige,wool,data/raw/images/small/9e/9eebbb8f.jpg,2.0,"Beige wool area rug with a simple, understated interlocking-ring pattern, not colorful."
q007,"beige area rug with a simple design, not colorful",,B0794PSNTT|amazon.ca,Stone & Beam Floral Kaleidoscope Traditional Area Rug,HOME_LIGHTING_AND_LAMPS,Denim,,data/raw/images/small/27/27163d76.jpg,0.0,"Image shows a busy multicolor red/navy traditional medallion rug, not beige or simple."
q007,"beige area rug with a simple design, not colorful",,B075JR5KF5|amazon.co.uk,Stone & Beam Traditional Regal Adornment Rug,HOME_FURNITURE_AND_DECOR,,,data/raw/images/small/ed/eda46c27.jpg,0.0,"Ornate multicolor red/tan traditional pattern rug, the opposite of a simple beige design."
q007,"beige area rug with a simple design, not colorful",,B07TCGFHRD|amazon.co.uk,"Amazon Brand - Movian Struma, Rectangular area rug, 221 cm x 160 cm (L x W), Geometric pattern",HOME_FURNITURE_AND_DECOR,Movian,Polypropylene,data/raw/images/small/42/42018b9f.jpg,1.0,Simple geometric pattern area rug but the color is grey rather than beige.
q007,"beige area rug with a simple design, not colorful",,B07P1TKX9L|amazon.com,"Stone & Beam Haze Swatch, Stone & Beam",SWATCH,Haze,,data/raw/images/small/8c/8c8dabc6.jpg,1.0,"A plain beige-toned fabric swatch consistent with a simple, non-colorful rug material, but not an actual rug listing."
q007,"beige area rug with a simple design, not colorful",,B075LCPZFP|amazon.co.uk,"Amazon Brand - Rivet Pink Global Floral Wool Rug, 4' x 6', Pink",HOME_FURNITURE_AND_DECOR,,Wool,data/raw/images/small/70/70d48cff.jpg,0.0,"Bright pink floral wool rug, not beige or simple."
q007,"beige area rug with a simple design, not colorful",,B084H87DQZ|amazon.ae,Rivet Contemporary Geometric Area Rug,HOME_FURNITURE_AND_DECOR,,,data/raw/images/small/57/57321312.jpg,0.0,"The rug visible in the lifestyle photo has a multicolor patterned design, not a simple beige look."
q007,"beige area rug with a simple design, not colorful",,B07P1TL81Y|amazon.com,"Stone & Beam Benavento Linen Swatch, Stone & Beam 25020101",SWATCH,Benavento Linen,,data/raw/images/small/c4/c4f69ccc.jpg,1.0,"Plain beige/linen-toned swatch matching the simple, non-colorful beige requirement, though it's a swatch rather than a finished rug."
q007,"beige area rug with a simple design, not colorful",,B07P5DRWSL|amazon.com,"Stone & Beam Benavento Dove Swatch, Stone & Beam 25020100",SWATCH,Benavento Dove,,data/raw/images/small/14/14df3089.jpg,1.0,"Plain beige-toned fabric swatch, simple and not colorful, but not an actual rug product."
q007,"beige area rug with a simple design, not colorful",,B07KRBPKT6|amazon.com,"Light Grey Swatch, Ravenna Home",BENCH,Light Grey,,data/raw/images/small/7d/7d23e11c.jpg,1.0,"Plain neutral beige-toned swatch that is simple and uncolorful, but it's a bench fabric swatch, not a rug."
q007,"beige area rug with a simple design, not colorful",,B07P43LDCP|amazon.com,"Stone & Beam Dove Swatch, Stone & Beam -3",SWATCH,Dove,,data/raw/images/small/14/14df3089.jpg,1.0,"Plain beige-toned swatch, simple and not colorful, but not an actual rug listing."
q007,"beige area rug with a simple design, not colorful",,B07GFGV877|amazon.co.uk,"Rivet Abstract Reflections Wool Rug, 4' x 6', Navy Blue",HOME_FURNITURE_AND_DECOR,,,data/raw/images/small/06/060b2ae5.jpg,0.0,"Rug is explicitly Navy Blue, not beige."
q007,"beige area rug with a simple design, not colorful",,B07P2YN9JH|amazon.com,"Stone & Beam Dove Swatch, Stone & Beam -2",SWATCH,Dove,,data/raw/images/small/4a/4ad5aebc.jpg,1.0,"Plain beige/tan-toned swatch, simple and uncolorful, but a swatch rather than a finished rug."
q007,"beige area rug with a simple design, not colorful",,B07CTRWV5G|amazon.ca,"Neutral Swatch, Rivet 25010051",OTTOMAN,Neutral,,data/raw/images/small/09/09046773.jpg,1.0,"Plain neutral cream-toned swatch, simple and uncolorful, but an ottoman fabric swatch rather than a rug."
q007,"beige area rug with a simple design, not colorful",,B07P43KK6S|amazon.com,"Stone Swatch, Stone & Beam -3",SWATCH,Stone,,data/raw/images/small/f1/f12fdc36.jpg,1.0,"Plain stone/grey-beige toned swatch, simple and uncolorful, but not a finished rug."
q007,"beige area rug with a simple design, not colorful",,B07KKRQXXK|amazon.co.uk,"AmazonBasics Ergonomic Anti-Fatigue Standing Desk Mat, Office Mat, Acupuncture Stimulating Surface, 76.2 x 63.5 x 7.6 cm, Black",SAFETY_SUPPLY,Black,Soft Foam,data/raw/images/small/c9/c90b3378.jpg,0.0,"A black foam standing desk mat, not a beige area rug."
q007,"beige area rug with a simple design, not colorful",,B07KKFVFL4|amazon.co.uk,"AmazonBasics Ergonomic Anti-Fatigue Standing Desk Mat, Office Mat, Acupuncture Stimulating Surface, 80 x 62.5 x 7.6 cm, Black, Pack of 4",SAFETY_SUPPLY,Black,Soft Foam,data/raw/images/small/bd/bdcd8e2c.jpg,0.0,"A black foam standing desk mat, not a beige area rug."
q007,"beige area rug with a simple design, not colorful",,B07SG95W2W|amazon.com.au,"AmazonBasics Platform Cat Tree - Small, Beige (Renewed)",PET_SUPPLIES,Beige,,data/raw/images/small/51/51882b68.jpg,0.0,"A beige cat tree, not a rug of any kind."
q007,"beige area rug with a simple design, not colorful",,B07SCKV46L|amazon.ca,"AmazonBasics Platform Cat Tree - Medium, Beige (Renewed)",PET_SUPPLIES,Beige,,data/raw/images/small/9c/9c88a134.jpg,0.0,"A beige cat tree, not a rug of any kind."
q007,"beige area rug with a simple design, not colorful",,B07KRN2386|amazon.co.uk,Stone & Beam Casual Plaid Rug,HOME_FURNITURE_AND_DECOR,,,data/raw/images/small/a3/a35d2076.jpg,0.0,"Image shows a black-and-white plaid patterned rug, not beige and not a simple solid/subtle design."
q008,small storage cabinet for entryway,,B07B8FHTJ4|amazon.com,"Amazon Brand – Stone & Beam Farmhouse Wall Mounted Cabinet Storage Organzier - 23 x19 x 6 Inch, Natural Wood",CABINET,Natural,Wood,data/raw/images/small/1e/1e0b766a.jpg,2.0,"Small wall-mounted farmhouse storage cabinet, a good fit for entryway storage."
q008,small storage cabinet for entryway,,B07DBDTCTY|amazon.com,"Amazon Brand – Ravenna Home Upholstered Entryway Cushioned Storage Bench - 31 1/2-Inch, Espresso",BENCH,Espresso,Wood,data/raw/images/small/82/82b1d300.jpg,1.0,"Explicitly an entryway storage piece, but it's a bench with cubbies rather than an enclosed cabinet."
q008,small storage cabinet for entryway,,B07QD6V13M|amazon.com,"Amazon Brand – Rivet Modern Media Storage Cabinet, 31.5""W, White",HOME_FURNITURE_AND_DECOR,White,,data/raw/images/small/b6/b675dfca.jpg,1.0,"A compact storage cabinet with drawers/door that could suit an entryway, though marketed as media storage."
q008,small storage cabinet for entryway,,B07XKC5BCW|amazon.ca,"Stone & Beam Vintage Farmhouse Wood Floating Wall Storage Cabinet with Chalkboard - 24 x 21 x 8 Inches, Antique White (Renewed)",CABINET,Antique White,Wood,data/raw/images/small/3b/3b5a735a.jpg,2.0,"Small wall-mounted storage cabinet with shelves, well suited for an entryway."
q008,small storage cabinet for entryway,,B07DBB1S8N|amazon.com,"Amazon Brand – Ravenna Home Upholstered Entryway Cushioned Storage Bench - 47 1/4-Inch, Espresso",BENCH,Espresso,Wood,data/raw/images/small/92/92d72672.jpg,1.0,"Explicitly for the entryway and offers storage, but it's a bench, not a cabinet, and larger than ""small""."
q008,small storage cabinet for entryway,,B07MF1RR2V|amazon.com,"Amazon Brand – Ravenna Home Classic Solid Pine Storage Bench, 45""W, Black Finish",BENCH,Black,,data/raw/images/small/a2/a2274471.jpg,1.0,"A storage bench with drawers that could work in an entryway, but it's a bench rather than a cabinet."
q008,small storage cabinet for entryway,,B07MF1SRM6|amazon.com,"Amazon Brand – Ravenna Home Classic Solid Pine Storage Bench, 46.5""W, Black Finish",BENCH,Black,,data/raw/images/small/65/658205f2.jpg,1.0,"A storage bench with drawers, plausible entryway substitute but not a cabinet."
q008,small storage cabinet for entryway,,B07M6PKCQQ|amazon.com,"Amazon Brand – Ravenna Home Classic Solid Pine Storage Bench, 45""W, White Wash Finish",BENCH,White,Pine,data/raw/images/small/b1/b18d48a7.jpg,1.0,"A storage bench with drawers, usable in an entryway but not a cabinet."
q008,small storage cabinet for entryway,,B07D5M2YZC|amazon.com,"AmazonBasics Storage Cabinet, 2 Shelves",TEACHING_EQUIPMENT,,Wood,data/raw/images/small/ec/ec087494.jpg,1.0,"A small open wood storage cabinet/shelf unit that could work in an entryway, though it's an open bookshelf without doors and not entryway-specific."
q008,small storage cabinet for entryway,,B082L28P18|amazon.com,"Amazon Brand – Stone & Beam Modern 2-Drawer File Cabinet with Recessed Metal Handles, 28.5""H, White",CABINET,White,,data/raw/images/small/3f/3f8f641d.jpg,1.0,"A small storage cabinet, but designed as an office file cabinet rather than for entryway use."
q008,small storage cabinet for entryway,,B07QFB1L2P|amazon.com,"Amazon Brand – Stone & Beam Sumner Modern Filing Cabinet, 21.5""W, White",CABINET,White,Pine,data/raw/images/small/89/89c32f99.jpg,1.0,"A small filing cabinet that could double as entryway storage, though intended for office use."
q008,small storage cabinet for entryway,,B07DBDPMRS|amazon.com,"Amazon Brand – Ravenna Home Angela Modern Turned Leg Console Entry Table, 47.2""W, Grey",TABLE,Grey,wood,data/raw/images/small/46/46e68dc4.jpg,1.0,"Entry console table with two drawers offers some storage but is a table, not a cabinet."
q008,small storage cabinet for entryway,,B07QHKPD35|amazon.com,"Amazon Brand – Ravenna Home Sullivan Modern Filing Cabinet, 24.75""W, White",DESK,White,Engineered Wood,data/raw/images/small/e9/e9f3adab.jpg,2.0,Small white storage/filing cabinet well suited for an entryway.
q008,small storage cabinet for entryway,,B07V152DQ8|amazon.co.uk,"Amazon Brand - Movian 1 locker MDF Shelf Cube Bookcase, Brown, 41.5 x 29 x 30.5 cm",CABINET,Brown,Wood,data/raw/images/small/51/518468e2.jpg,2.0,Compact wood storage cube cabinet fits a small entryway.
q008,small storage cabinet for entryway,,B079VNL3CG|amazon.co.uk,"Amazon Brand - Movian High Gloss 3 Drawer Bedside Cabinet, Black, 56 x 40 x 36 cm",DRESSER,Black,Engineered Wood,data/raw/images/small/b7/b7727f46.jpg,2.0,"Small black storage cabinet with drawers, usable in an entryway."
q008,small storage cabinet for entryway,,B082PFXVPB|amazon.com,"Stone & Beam Traditional Buffet Storage Cabinet - 68 Inch, Brown (Renewed)",CABINET,Brown,Wood,data/raw/images/small/28/2816b9b9.jpg,1.0,Storage cabinet but 68 inches wide is not small.
q008,small storage cabinet for entryway,,B07H8SSY4F|amazon.co.uk,"Amazon Brand - Movian Moselle 3-Drawer 2-Door Sideboard Storage Cabinet, 165 x 78 x 50cm, Light Brown Oak-Effect/White",CABINET,Oak Sonoma/Alpine White,Wood,data/raw/images/small/1e/1ea2e6c7.jpg,0.0,"Large 165cm sideboard cabinet, far too big for a small entryway piece."
q008,small storage cabinet for entryway,,B07B77VXN8|amazon.com,"Amazon Brand – Rivet Modern Wood Buffet Bar Cabinet Credenza with Gold Accents, 35 Inch Height, Brown",CABINET,Brown,Hardwoods/ Metal,data/raw/images/small/c6/c63a5e61.jpg,1.0,"Wood storage cabinet/credenza, plausible but sizeable rather than clearly small."
q008,small storage cabinet for entryway,,B07FFSKF4F|amazon.ca,AmazonBasics Under-Sink Storage Basket Organizer,BASKET,,,data/raw/images/small/dd/ddd9092b.jpg,0.0,"Open plastic basket organizer, not an enclosed storage cabinet."
q008,small storage cabinet for entryway,,B07B78G1D1|amazon.com,"Amazon Brand – Stone & Beam Amber Metal Buffet Table Kitchen Storage Rack, 47.5""W, White, Carrera Marble, Black Metal",CABINET,White,Iron,data/raw/images/small/60/6025a090.jpg,0.0,"Open metal shelving rack, not an enclosed storage cabinet."
q009,"stainless steel kitchen knife set, not plastic handle",,B07P6XKV3B|amazon.in,Amazon Brand - Solimo Stainless Steel Knife Set (3 pieces),KITCHEN_KNIFE,Silver,Plastic,data/raw/images/small/45/45a5b0fc.jpg,0.0,"Knife set explicitly has plastic handles, violating the stated constraint."
q009,"stainless steel kitchen knife set, not plastic handle",,B0711YD5TK|amazon.in,"Amazon Brand - Solimo Premium High-Carbon Stainless Steel Utility Knife Set, 3-Pieces, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/04/048f7819.jpg,2.0,"Stainless steel knife set with solid non-plastic handles, strong match."
q009,"stainless steel kitchen knife set, not plastic handle",,B0719QB6HW|amazon.in,"Amazon Brand - Solimo Premium High-Carbon Stainless Steel Utility Knife Set, 2-Pieces, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/e5/e5c7cf54.jpg,2.0,"Stainless steel knife set with solid non-plastic handles, strong match."
q009,"stainless steel kitchen knife set, not plastic handle",,B0728HGGPC|amazon.in,"Amazon Brand - Solimo Premium High-Carbon Stainless Steel Kitchen Knife Set, 3-Pieces, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/ad/ad45b505.jpg,2.0,"Stainless steel kitchen knife set with solid non-plastic handles, strong match."
q009,"stainless steel kitchen knife set, not plastic handle",,B0719QB6HV|amazon.in,"Amazon Brand - Solimo Premium High-Carbon Stainless Steel Chef's Knife Set, 2-Pieces, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/9e/9ee25fbf.jpg,2.0,"Stainless steel knife set with solid non-plastic handles, strong match."
q009,"stainless steel kitchen knife set, not plastic handle",,B00R3Z49G6|primenow.amazon.com,AmazonBasics 14-Piece Kitchen Knife Set with High-Carbon Stainless-Steel Blades and Pine Wood Block,KNIFE_BLOCK_SET,,Stainless Steel,data/raw/images/small/ea/eafd1d62.jpg,1.0,"Stainless steel blade knife set, but handle material cannot be confirmed as non-plastic."
q009,"stainless steel kitchen knife set, not plastic handle",,B000WIB27K|amazon.in,Strathwood 5-Piece Full Tang Steak Knife Set with Professional Sharpener,KITCHEN_KNIFE,,,data/raw/images/small/da/dab9cbe7.jpg,1.0,"Full tang steak knife set, but material and handle composition are unstated/unverifiable."
q009,"stainless steel kitchen knife set, not plastic handle",,B00R3Z3ZF2|amazon.ca,AmazonBasics Premium 18-Piece Knife Block Set,KNIFE_BLOCK_SET,,,data/raw/images/small/eb/eb2d78ba.jpg,1.0,"Knife block set of unspecified material, plausible substitute but handle material unverified."
q009,"stainless steel kitchen knife set, not plastic handle",,B07Y5Y7CRZ|amazon.in,"AmazonBasics Plastic Knives, Compostable PLA, 100-Pack",FOOD_SERVICE_SUPPLY,natural,Plastic,data/raw/images/small/ee/ee4ff036.jpg,0.0,"Disposable plastic knives, not stainless steel and entirely plastic."
q009,"stainless steel kitchen knife set, not plastic handle",,B07Y5XQ2LS|amazon.in,"AmazonBasics Heavy-Weight Plastic Cutlery Set, Black 1440-Pack (720 forks, 480 spoons, 240 knives)",FLATWARE,black,Plastic,data/raw/images/small/91/9150fa75.jpg,0.0,"Plastic disposable cutlery, violates both stainless steel and non-plastic handle requirements."
q009,"stainless steel kitchen knife set, not plastic handle",,B07GJKFS4F|amazon.in,"AmazonBasics Stainless Steel Dinner Knives with Round Edge, Pack of 12",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/fa/fad81964.jpg,1.0,"Stainless steel knives with metal handles, but these are dinner/table knives rather than a kitchen knife set."
q009,"stainless steel kitchen knife set, not plastic handle",,B0711YD5ZC|amazon.in,"Amazon Brand - Solimo Premium High-Carbon Stainless Steel Detachable Kitchen Shears and Knife Set, 2-Pieces, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/52/527834fc.jpg,1.0,"Includes a plastic-gripped kitchen shears alongside the knife, partially conflicting with the no-plastic-handle constraint."
q009,"stainless steel kitchen knife set, not plastic handle",,B07Y62HQ1C|amazon.in,"AmazonBasics Light-Weight Plastic Knives, White, 500-Pack",FOOD_SERVICE_SUPPLY,white,Plastic,data/raw/images/small/fe/fe4aaaf7.jpg,0.0,"Disposable plastic knives, not stainless steel."
q009,"stainless steel kitchen knife set, not plastic handle",,B0719QB6HX|amazon.in,Amazon Brand - Solimo Premium High-Carbon Stainless Steel Detachable Kitchen Shears and 2 Kitchen Knife Set,KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/a5/a56b22ac.jpg,1.0,"Includes a plastic-gripped kitchen shears alongside the knives, partially conflicting with the no-plastic-handle constraint."
q009,"stainless steel kitchen knife set, not plastic handle",,B088TLCM3D|amazon.in,"(Renewed) Amazon Brand - Solimo Premium High-Carbon Stainless Steel Detachable Kitchen Shears and Knife Set, 2-Pieces, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/b3/b36ba7fd.jpg,1.0,"Includes a plastic-gripped kitchen shears alongside the knife, partially conflicting with the no-plastic-handle constraint."
q009,"stainless steel kitchen knife set, not plastic handle",,B07PBBWVHY|amazon.in,Amazon Brand - Solimo Stainless Steel Vegetable Masher,KITCHEN_KNIFE,Silver,Plastic,data/raw/images/small/7e/7e129cbd.jpg,0.0,"A vegetable masher, not a knife product at all."
q009,"stainless steel kitchen knife set, not plastic handle",,B07P6XJRN3|amazon.in,Amazon Brand - Solimo Stainless Steel Bread Knife (20cm),KITCHEN_KNIFE,Silver,Plastic,data/raw/images/small/94/94ce4b0b.jpg,1.0,"Single stainless steel bread knife rather than a set, and listed as having a plastic handle component."
q009,"stainless steel kitchen knife set, not plastic handle",,B071SDYY6N|amazon.in,"Amazon Brand - Solimo Premium Stainless Steel Chef's Knife, Silver",KITCHEN_KNIFE,Silver,Stainless Steel,data/raw/images/small/b7/b7480275.jpg,1.0,"Single stainless steel knife with a solid handle, but not a set."
q009,"stainless steel kitchen knife set, not plastic handle",,B07BPXMG9T|amazon.in,Amazon Brand - Solimo Plastic Kitchen Peeler - Green,FOOD_SLICER,Green,Plastic,data/raw/images/small/7c/7c777500.jpg,0.0,"A plastic peeler, not a knife at all."
q009,"stainless steel kitchen knife set, not plastic handle",,B07PCCV91J|amazon.in,Amazon Brand - Solimo Utility Knife,KITCHEN_KNIFE,Silver,Plastic,data/raw/images/small/61/61de2c22.jpg,0.0,Single knife with plastic material and not a set.
